,state,job_title,company,job_description,avg
682,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
683,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
684,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
685,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
686,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
687,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
688,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
689,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
690,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
691,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
692,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
693,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
694,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
695,NSW,Agile Business Analyst ,        Clear Recruitment,"            An understanding of Artificial Intelligence and Machine Learning, or experience working on cool innovation products....",195000.0
696,NSW,Data Scientist Python/R ,        Correlate Resources,            Work within a team of industry leading Data Scientists to map out the Gaming clients complex customer strategies to be optimised through Data Science and...,140000.0
697,NSW,Python / Spark Developer ,        Limelight Consulting Group Pty Ltd,"            A real passion for machine learning, data structures, distributed computing and artificial intelligence. My client, a leading technology business, focused on...",87500.0
698,NSW,Research Associate,        University of New South Wales,"            The research will involve theory, algorithm development (including large simulations) and analysis of real data. C programming, Linux, Matlab, R, Python;...",94500.0
699,VIC,DATA OPERATIONS ENGINEER & ANALYST,        University of Melbourne,"            Substantial background in DevOps, Data Engineering, Data Management, System/Data Administration, or large, complex, economic or social data....",91807.5
700,NSW,Postdoctoral Scientist,        Plant & Food Research,"            Plant & Food Research conducts research that adds value to fruit, vegetable, crop and food products. This is an exciting opportunity to contribute to our...",87500.0
